226,1,61.27,2000-09-16
227,1,80.26,2000-12-04
228,1,73.43,2000-03-24
229,1,72.8,2000-12-25
231,1,68.02,2000-01-26
232,1,91.89,2000-03-11
235,1,83.76,2000-11-09
237,1,90.54,2000-11-28
239,1,70.16,2000-11-22
243,1,96.78,2000-02-06
244,1,78.5,2000-07-15
246,1,81.82,2000-02-01
247,1,70.67,2000-10-30
249,1,83.58,2000-03-15
252,1,71.76,2000-08-11
254,1,66.07,2000-09-06
258,1,93.99,2000-01-25
259,1,65.26,2000-06-29
260,1,94.04,2000-10-11
261,1,99.49,2000-05-12
265,1,68.92,2000-04-07
267,1,85.88,2000-11-13
268,1,86.72,2000-09-08
269,1,74.75,2000-04-08
271,1,81.28,2000-03-14
272,1,87.21,2000-06-17
274,1,99.82,2000-05-08
275,1,67.01,2000-12-06
276,1,74.75,2000-07-20
280,1,62.24,2000-01-08
282,1,69.27,2000-10-07
283,1,70.63,2000-02-27
287,1,89.63,2000-12-23
289,1,66.16,2000-07-21
294,1,76.72,2000-05-22
296,1,90.36,2000-03-16
297,1,78.47,2000-11-24
298,1,77.8,2000-03-23
299,1,71.93,2000-03-17
300,1,66.43,2000-12-18
302,1,82.8,2000-06-14
309,1,84.84,2000-07-20
314,1,98.58,2000-10-16
315,1,79.1,2000-07-19
317,1,83.98,2000-11-10
319,1,99.85,2000-12-06
320,1,97.02,2000-03-11
322,1,77.01,2000-06-03
323,1,60.51,2000-07-31
329,1,86.26,2000-05-12
331,1,61.88,2000-01-19
332,1,83.99,2000-12-08
334,1,83.39,2000-10-19
336,1,99.99,2000-05-28
337,1,91.63,2000-10-12
340,1,83.75,2000-09-12
341,1,92.35,2000-02-01
343,1,85.77,2000-12-22
347,1,76.87,2000-06-26
348,1,63.52,2000-05-21
353,1,62.71,2000-09-27
354,1,66.66,2000-11-28
358,1,65.79,2000-10-16
363,1,98.5,2000-05-29
366,1,92.05,2000-01-25
370,1,85.04,2000-09-16
373,1,63.1,2000-03-21
375,1,96.3,2000-04-29
380,1,66.67,2000-10-09
385,1,95.23,2000-01-06
386,1,70.64,2000-09-17
387,1,85.15,2000-05-23
388,1,81.98,2000-01-28
389,1,91.35,2000-11-15
390,1,97.8,2000-12-10
401,1,63.34,2000-09-01
402,1,90.17,2000-02-28
405,1,76.35,2000-03-15
406,1,72.51,2000-03-15
407,1,90.64,2000-01-07
408,1,69.47,2000-06-25
411,1,76.01,2000-04-09
412,1,64.33,2000-12-25
415,1,99.94,2000-11-12
416,1,99.82,2000-05-25
417,1,97.03,2000-10-16
419,1,86.8,2000-11-04
422,1,74.69,2000-08-17
427,1,75.54,2000-10-18
428,1,64.56,2000-05-19
432,1,88.4,2000-03-22
434,1,74.74,2000-03-15
436,1,76.1,2000-08-02
437,1,91.28,2000-01-15
449,1,88.26,2000-10-01
452,1,65.14,2000-04-09
454,1,70.25,2000-11-18
458,1,62.79,2000-04-07
459,1,80.83,2000-05-03
460,1,70.66,2000-01-10
464,1,73.83,2000-06-23
466,1,96.72,2000-08-23
467,1,61.27,2000-11-25
468,1,93.63,2000-05-09
470,1,80.43,2000-07-11
471,1,80.43,2000-06-10
474,1,66.01,2000-06-24
476,1,91.23,2000-12-19
483,1,87.27,2000-11-04
486,1,88.81,2000-06-28
488,1,79.68,2000-11-05
489,1,81.68,2000-06-10
492,1,67.1,2000-11-19
494,1,99.99,2000-04-14
495,1,71.65,2000-02-22
496,1,61.53,2000-02-25
499,1,89.98,2000-03-19
502,1,87.69,2000-03-18
510,1,68.21,2000-03-20
511,1,73.78,2000-10-03
512,1,87.83,2000-06-01
515,1,82.92,2000-07-28
516,1,62.92,2000-06-03
518,1,67.47,2000-10-29
522,1,87.0,2000-11-13
526,1,73.51,2000-09-11
527,1,72.46,2000-08-01
532,1,74.09,2000-11-04
533,1,60.29,2000-03-01
534,1,78.64,2000-07-08
536,1,73.09,2000-06-15
539,1,88.81,2000-12-23
540,1,84.59,2000-07-02
542,1,90.87,2000-03-24
546,1,89.14,2000-03-09
547,1,80.96,2000-11-23
553,1,66.28,2000-03-24
557,1,81.3,2000-03-03
560,1,70.91,2000-08-10
562,1,66.73,2000-03-21
569,1,60.59,2000-12-30
573,1,67.82,2000-08-23
586,1,99.67,2000-09-13
588,1,74.08,2000-05-22
591,1,92.01,2000-03-12
594,1,90.05,2000-08-14
596,1,64.26,2000-08-20
599,1,89.25,2000-04-08
602,1,60.78,2000-07-31
603,1,65.78,2000-04-18
605,1,61.98,2000-12-09
608,1,83.85,2000-02-21
612,1,93.57,2000-05-26
619,1,94.03,2000-04-26
620,1,90.86,2000-09-29
621,1,80.1,2000-04-21
627,1,86.91,2000-04-06
630,1,96.68,2000-12-18
631,1,79.31,2000-12-08
633,1,84.28,2000-05-22
634,1,70.62,2000-01-18
635,1,83.33,2000-05-22
643,1,63.44,2000-07-28
646,1,64.85,2000-12-15
647,1,91.92,2000-05-16
648,1,62.93,2000-06-23
649,1,68.29,2000-09-17
651,1,76.52,2000-09-27
652,1,73.85,2000-08-09
655,1,70.81,2000-03-15
658,1,94.77,2000-06-19
659,1,84.64,2000-05-03
661,1,87.11,2000-02-08
665,1,91.78,2000-09-16
667,1,78.34,2000-04-09
670,1,91.19,2000-10-20
671,1,98.13,2000-02-22
674,1,65.22,2000-03-26
675,1,84.39,2000-07-23
678,1,73.49,2000-01-26
680,1,72.79,2000-03-21
681,1,72.0,2000-12-24
683,1,98.58,2000-09-03
685,1,81.57,2000-02-06
687,1,93.6,2000-11-05
688,1,86.26,2000-02-18
689,1,96.61,2000-11-28
695,1,76.54,2000-12-28
696,1,96.22,2000-11-06
698,1,80.29,2000-03-12
699,1,72.0,2000-06-04
702,1,74.26,2000-11-01
703,1,76.88,2000-03-13
704,1,92.36,2000-03-30
705,1,62.99,2000-11-17
706,1,65.55,2000-07-04
707,1,78.54,2000-09-30
712,1,61.47,2000-01-06
715,1,64.27,2000-04-30
718,1,65.54,2000-08-03
726,1,80.88,2000-01-19
729,1,92.97,2000-08-24
730,1,74.8,2000-09-15
731,1,84.42,2000-08-13
734,1,98.24,2000-12-11
738,1,62.83,2000-10-27
740,1,68.39,2000-06-06
742,1,68.92,2000-06-24
743,1,95.78,2000-01-02
744,1,99.49,2000-10-09
747,1,64.75,2000-10-14
750,1,78.03,2000-03-27
751,1,61.67,2000-03-10
752,1,69.42,2000-07-04
753,1,63.95,2000-12-10
754,1,90.31,2000-05-13
760,1,68.88,2000-06-18
763,1,90.34,2000-08-14
766,1,91.2,2000-02-05
767,1,61.02,2000-04-08
769,1,83.95,2000-03-13
772,1,74.86,2000-11-12
775,1,90.59,2000-08-12
776,1,70.47,2000-09-06
780,1,79.0,2000-10-11
781,1,71.05,2000-08-12
783,1,98.66,2000-10-30
785,1,85.38,2000-12-01
786,1,97.99,2000-07-04
787,1,93.41,2000-05-16
788,1,92.95,2000-07-18
796,1,99.52,2000-03-25
798,1,85.48,2000-03-20
802,1,86.88,2000-09-02
804,1,97.79,2000-03-21
807,1,98.88,2000-03-22
809,1,77.28,2000-03-12
811,1,98.15,2000-06-04
815,1,75.04,2000-05-31
817,1,88.57,2000-12-14
820,1,72.17,2000-09-30
821,1,64.9,2000-05-12
822,1,83.52,2000-02-27
825,1,83.04,2000-12-19
826,1,74.09,2000-03-30
827,1,60.32,2000-12-18
828,1,79.32,2000-02-14
829,1,64.11,2000-08-08
833,1,61.44,2000-05-19
834,1,80.25,2000-12-05
835,1,71.72,2000-03-23
838,1,66.63,2000-04-08
839,1,62.09,2000-07-10
840,1,79.99,2000-07-13
841,1,61.07,2000-05-26
849,1,69.63,2000-01-30
851,1,66.61,2000-10-16
852,1,74.03,2000-12-11
854,1,67.9,2000-10-11
856,1,91.97,2000-02-22
859,1,63.82,2000-05-24
863,1,82.13,2000-07-18
864,1,88.56,2000-06-20
870,1,92.96,2000-01-05
872,1,88.98,2000-07-17
874,1,90.33,2000-08-18
876,1,75.88,2000-03-14
877,1,67.96,2000-03-10
881,1,77.73,2000-05-30
882,1,91.93,2000-08-25
884,1,66.46,2000-05-31
888,1,67.61,2000-11-02
902,1,74.48,2000-10-10
903,1,73.88,2000-05-24
905,1,71.39,2000-02-22
909,1,88.54,2000-10-30
912,1,98.66,2000-11-10
913,1,78.69,2000-05-07
916,1,73.26,2000-04-25
920,1,85.72,2000-09-10
922,1,62.13,2000-08-02
923,1,85.66,2000-05-05
924,1,68.4,2000-04-01
927,1,62.09,2000-02-02
929,1,81.18,2000-03-01
935,1,97.1,2000-07-18
939,1,85.99,2000-12-17
942,1,79.93,2000-01-30
944,1,61.13,2000-07-15
946,1,93.39,2000-08-14
948,1,80.3,2000-09-10
950,1,76.86,2000-07-05
955,1,83.52,2000-09-10
956,1,95.32,2000-02-03
958,1,70.28,2000-06-30
960,1,85.53,2000-12-22
963,1,93.76,2000-11-07
964,1,82.36,2000-02-16
967,1,88.22,2000-04-25
968,1,66.23,2000-06-17
969,1,64.4,2000-12-04
973,1,80.85,2000-08-30
974,1,81.99,2000-01-18
977,1,91.93,2000-10-16
979,1,90.28,2000-12-22
983,1,62.84,2000-01-08
988,1,67.51,2000-08-12
989,1,63.84,2000-07-13
992,1,90.77,2000-12-13
993,1,69.09,2000-09-06
994,1,95.81,2000-05-28
995,1,98.59,2000-07-27
998,1,66.39,2000-03-31
999,1,88.81,2000-07-29
1000,1,90.0,2000-09-17
1002,1,93.85,2000-06-14
1003,1,86.61,2000-05-02
1008,1,90.0,2000-11-20
1013,1,79.88,2000-07-03
1014,1,97.96,2000-06-22
1020,1,64.62,2000-09-03
1022,1,66.98,2000-10-12
1026,1,83.56,2000-01-13
1027,1,87.02,2000-01-28
1030,1,88.23,2000-01-11
1031,1,97.32,2000-04-28
1033,1,69.27,2000-01-26
1035,1,76.29,2000-04-11
1036,1,60.16,2000-12-23
1041,1,74.02,2000-05-14
1042,1,76.04,2000-08-05
1043,1,78.61,2000-01-05
1045,1,66.72,2000-10-14
1046,1,85.11,2000-12-20
1049,1,96.06,2000-02-03
1050,1,77.22,2000-07-12
1054,1,69.77,2000-11-19
1056,1,60.85,2000-09-30
1062,1,91.67,2000-10-21
1064,1,88.74,2000-10-23
1067,1,70.31,2000-10-27
1070,1,78.14,2000-10-13
1072,1,89.76,2000-06-05
1078,1,97.23,2000-02-24
1080,1,84.39,2000-06-13
1081,1,80.58,2000-11-12
1082,1,71.45,2000-06-04
1084,1,70.51,2000-09-25
1086,1,96.12,2000-06-26
1087,1,85.35,2000-05-06
1092,1,81.85,2000-02-10
1102,1,69.55,2000-02-14
1105,1,92.01,2000-01-10
1106,1,84.77,2000-07-09
1107,1,82.48,2000-09-02
1110,1,87.72,2000-03-15
1113,1,66.92,2000-10-22
1115,1,95.5,2000-02-20
1116,1,94.53,2000-05-12
1122,1,73.22,2000-06-30
1123,1,66.75,2000-03-04
1125,1,75.82,2000-01-03
1127,1,98.72,2000-07-15
1128,1,63.51,2000-04-26
1130,1,74.52,2000-04-04
1135,1,67.31,2000-06-14
1136,1,99.62,2000-01-02
1137,1,86.88,2000-12-20
1140,1,87.95,2000-01-20
1142,1,84.38,2000-02-09
1143,1,93.6,2000-11-22
1146,1,67.89,2000-01-16
1150,1,89.88,2000-07-10
1151,1,90.25,2000-12-01
1153,1,98.81,2000-01-12
1155,1,80.85,2000-09-16
1159,1,92.51,2000-01-10
1160,1,98.43,2000-07-20
1163,1,88.13,2000-02-22
1165,1,85.39,2000-04-27
1166,1,95.67,2000-04-20
1168,1,74.36,2000-11-04
1169,1,69.72,2000-03-08
1173,1,63.09,2000-02-02
1175,1,94.9,2000-02-15
1176,1,99.67,2000-05-14
1183,1,93.51,2000-12-16
1185,1,70.58,2000-06-09
1186,1,93.06,2000-03-17
1188,1,88.33,2000-07-28
1189,1,81.81,2000-09-10
1191,1,92.22,2000-12-09
1202,1,90.45,2000-06-03
1207,1,93.52,2000-03-30
1208,1,88.66,2000-12-08
1216,1,85.74,2000-12-19
1218,1,91.26,2000-08-04
1223,1,72.04,2000-05-31
1224,1,61.52,2000-05-09
1229,1,88.16,2000-01-14
1230,1,86.2,2000-04-20
1232,1,67.82,2000-01-01
1233,1,88.88,2000-05-20
1234,1,78.43,2000-04-15
1235,1,90.23,2000-01-19
1240,1,89.58,2000-10-01
1242,1,72.19,2000-05-22
1245,1,62.7,2000-10-02
1247,1,74.38,2000-11-04
1248,1,68.59,2000-03-08
1251,1,70.22,2000-02-02
1254,1,97.33,2000-01-27
1258,1,95.79,2000-09-03
1259,1,93.82,2000-10-05
1263,1,65.47,2000-07-15
1265,1,71.11,2000-10-01
1267,1,86.96,2000-01-02
1269,1,65.94,2000-05-18
1270,1,82.46,2000-02-28
1271,1,73.33,2000-08-22
1274,1,80.11,2000-08-20
1283,1,80.73,2000-04-17
1286,1,86.5,2000-08-07
1288,1,80.51,2000-07-30
1291,1,66.53,2000-10-15
1292,1,77.49,2000-12-14
1293,1,73.52,2000-01-05
1294,1,99.39,2000-08-21
1302,1,62.14,2000-12-19
1307,1,80.13,2000-06-28
1309,1,81.8,2000-09-20
1311,1,67.37,2000-01-12
1313,1,82.23,2000-12-24
1316,1,86.19,2000-06-17
1320,1,66.51,2000-01-01
1321,1,61.71,2000-04-27
1322,1,73.84,2000-02-13
1328,1,73.73,2000-11-10
1332,1,89.28,2000-02-22
1334,1,85.82,2000-04-02
1340,1,79.05,2000-11-19
1342,1,73.68,2000-08-09
1344,1,70.62,2000-01-06
1351,1,71.61,2000-02-25
1354,1,66.09,2000-12-12
1358,1,60.87,2000-08-25
1359,1,63.14,2000-02-03
1363,1,77.55,2000-07-08
1366,1,99.07,2000-02-06
1369,1,63.83,2000-10-13
1372,1,65.49,2000-06-04
1374,1,73.55,2000-03-01
1375,1,67.69,2000-03-05
1379,1,72.36,2000-08-21
1381,1,98.62,2000-08-07
1382,1,65.88,2000-02-15
1383,1,64.12,2000-12-03
1386,1,80.39,2000-05-24
1387,1,75.75,2000-10-31
1390,1,99.72,2000-02-09
1395,1,65.75,2000-08-13
1398,1,67.3,2000-08-24
1402,1,96.13,2000-06-21
1404,1,62.79,2000-03-01
1407,1,77.15,2000-06-17
1412,1,75.88,2000-12-19
1419,1,73.78,2000-02-26
1420,1,90.77,2000-03-22
1421,1,60.5,2000-11-11
1423,1,74.83,2000-05-06
1425,1,67.53,2000-04-21
1428,1,91.35,2000-03-11
1430,1,60.04,2000-01-15
1432,1,94.7,2000-05-07
1433,1,61.6,2000-09-09
1435,1,91.33,2000-11-21
1436,1,71.53,2000-11-21
1438,1,61.23,2000-02-22
1442,1,89.56,2000-02-09
1446,1,95.35,2000-03-28
1448,1,67.16,2000-10-05
1453,1,68.36,2000-10-02
1454,1,70.6,2000-02-25
1456,1,62.88,2000-01-31
1459,1,91.81,2000-09-03
1462,1,71.44,2000-10-11
1464,1,96.12,2000-05-27
1466,1,83.2,2000-08-11
1469,1,63.53,2000-10-29
1475,1,87.43,2000-11-19
1476,1,92.61,2000-09-16
1477,1,72.75,2000-07-01
1479,1,71.06,2000-01-13
1481,1,79.99,2000-03-24
1483,1,82.57,2000-11-10
1489,1,93.04,2000-06-27
1493,1,76.48,2000-02-03
1495,1,90.61,2000-08-28
1497,1,85.19,2000-08-07
1498,1,70.86,2000-06-14
1499,1,79.67,2000-03-08
1500,1,76.03,2000-06-06
1503,1,62.74,2000-05-07
1505,1,97.29,2000-07-12
1507,1,88.68,2000-06-13
1508,1,75.44,2000-01-31
1510,1,91.36,2000-03-11
1516,1,66.17,2000-11-30
1517,1,81.6,2000-07-23
1521,1,97.62,2000-01-25
1523,1,92.81,2000-04-05
1528,1,73.4,2000-10-19
1530,1,69.06,2000-10-22
1538,1,75.39,2000-11-17
1542,1,83.21,2000-04-10
1545,1,83.86,2000-04-16
1547,1,71.64,2000-05-19
1549,1,79.46,2000-10-06
1550,1,98.27,2000-09-02
1554,1,86.08,2000-12-09
1555,1,83.62,2000-06-25
1559,1,64.37,2000-05-06
1560,1,96.8,2000-03-06
1562,1,64.89,2000-02-02
1563,1,94.79,2000-12-23
1565,1,70.05,2000-06-10
1566,1,77.95,2000-03-05
1569,1,70.03,2000-09-10
1570,1,97.53,2000-05-31
1577,1,80.1,2000-01-24
1578,1,67.87,2000-10-25
1579,1,68.69,2000-12-10
1580,1,94.2,2000-08-07
1581,1,71.66,2000-11-27
1585,1,63.34,2000-03-16
1586,1,81.47,2000-07-17
1587,1,77.87,2000-06-11
1589,1,79.76,2000-08-20
1590,1,98.37,2000-01-28
1592,1,86.64,2000-06-24
1593,1,85.77,2000-11-21
1595,1,75.65,2000-08-25
1596,1,88.44,2000-10-30
1597,1,99.55,2000-12-05
1598,1,95.45,2000-03-09
1600,1,76.47,2000-04-04
1601,1,94.08,2000-01-18
1602,1,99.21,2000-07-24
1610,1,63.79,2000-12-25
1613,1,85.62,2000-11-02
1615,1,98.48,2000-12-10
1618,1,69.79,2000-08-05
1620,1,76.98,2000-01-04
1621,1,81.29,2000-10-27
1629,1,72.28,2000-07-25
1632,1,65.96,2000-03-13
1637,1,69.02,2000-04-29
1641,1,86.88,2000-10-21
1644,1,74.2,2000-04-07
1651,1,61.6,2000-01-21
1652,1,72.5,2000-11-29
1654,1,87.51,2000-07-06
1658,1,99.8,2000-06-13
1660,1,92.63,2000-02-09
1661,1,74.9,2000-04-21
1662,1,89.43,2000-10-29
1664,1,70.25,2000-04-16
1670,1,83.12,2000-08-02
1673,1,73.9,2000-05-13
1674,1,75.9,2000-08-05
1675,1,77.08,2000-01-04
1676,1,81.33,2000-10-28
1684,1,79.16,2000-08-03
1686,1,85.27,2000-04-25
1691,1,69.55,2000-08-12
1694,1,81.0,2000-11-12
1695,1,82.1,2000-06-13
1698,1,97.86,2000-06-21
1700,1,73.28,2000-10-24
1701,1,87.76,2000-03-19
1703,1,60.6,2000-03-02
1704,1,80.17,2000-07-10
1705,1,77.82,2000-06-08
1707,1,83.13,2000-02-09
1708,1,66.15,2000-10-30
1710,1,70.93,2000-12-28
1711,1,68.82,2000-07-24
1712,1,69.17,2000-10-01
1713,1,94.86,2000-03-15
1714,1,79.84,2000-02-17
1715,1,63.3,2000-08-09
1716,1,84.07,2000-05-07
1718,1,67.61,2000-11-24
1720,1,79.51,2000-10-10
1721,1,84.78,2000-08-24
1722,1,95.28,2000-04-19
1726,1,64.76,2000-04-17
1727,1,83.55,2000-05-09
1731,1,83.1,2000-08-28
1739,1,73.8,2000-06-17
1741,1,92.31,2000-07-23
1742,1,90.3,2000-12-07
1743,1,84.86,2000-09-16
1744,1,99.7,2000-02-09
1746,1,82.84,2000-07-19
1747,1,99.21,2000-06-29
1754,1,82.6,2000-01-10
1755,1,78.37,2000-01-20
1757,1,61.95,2000-12-30
1758,1,66.31,2000-02-08
1763,1,76.91,2000-01-24
1764,1,95.98,2000-08-26
1769,1,77.53,2000-05-25
1776,1,76.06,2000-09-01
1777,1,69.44,2000-10-17
1780,1,70.09,2000-05-09
1783,1,92.61,2000-12-06
1786,1,88.43,2000-10-14
1787,1,62.73,2000-01-21
1788,1,96.09,2000-12-19
1789,1,61.07,2000-11-24
1790,1,95.45,2000-05-10
1791,1,63.93,2000-09-12
1793,1,80.78,2000-06-29
1797,1,67.9,2000-02-04
1801,1,66.16,2000-08-29
1802,1,61.9,2000-04-27
1803,1,80.54,2000-02-18
1804,1,73.23,2000-08-17
1805,1,66.59,2000-10-09
1812,1,69.99,2000-06-13
1813,1,65.55,2000-02-25
1816,1,76.36,2000-05-22
1817,1,95.51,2000-08-24
1819,1,63.81,2000-11-21
1820,1,64.51,2000-07-05
1822,1,97.16,2000-07-02
1823,1,82.91,2000-05-07
1825,1,67.92,2000-09-27
1826,1,83.85,2000-03-04
1827,1,81.84,2000-08-31
1829,1,68.09,2000-09-26
1830,1,91.53,2000-03-10
1832,1,74.79,2000-04-22
1833,1,84.82,2000-10-25
1835,1,69.16,2000-07-26
1836,1,67.01,2000-09-30
1838,1,60.58,2000-03-23
1839,1,94.58,2000-05-08
1842,1,79.86,2000-12-17
1844,1,92.51,2000-04-01
1846,1,63.68,2000-04-09
1847,1,90.59,2000-05-12
1849,1,98.08,2000-01-31
1852,1,72.01,2000-05-11
1855,1,96.19,2000-03-22
1856,1,79.99,2000-02-20
1859,1,94.03,2000-08-23
1861,1,63.38,2000-09-23
1862,1,99.68,2000-12-23
1865,1,98.52,2000-04-13
1867,1,95.33,2000-11-01
1870,1,88.79,2000-02-02
1878,1,74.67,2000-12-24
1879,1,68.9,2000-10-13
1881,1,85.05,2000-08-04
1882,1,81.97,2000-06-22
1883,1,91.88,2000-09-03
1888,1,97.39,2000-12-13
1890,1,90.45,2000-08-30
1891,1,92.03,2000-07-11
1898,1,99.56,2000-06-06
1907,1,60.77,2000-12-14
1910,1,81.36,2000-07-22
1912,1,66.86,2000-06-13
1913,1,97.04,2000-12-29
1923,1,80.78,2000-07-25
1926,1,62.63,2000-04-28
1927,1,92.61,2000-02-28
1928,1,95.79,2000-02-23
1929,1,86.51,2000-05-06
1930,1,81.63,2000-04-13
1931,1,72.3,2000-03-26
1933,1,91.23,2000-03-20
1934,1,82.0,2000-11-28
1936,1,62.09,2000-09-29
1941,1,71.28,2000-08-22
1945,1,62.44,2000-06-15
1946,1,90.27,2000-10-02
1948,1,98.52,2000-11-30
1949,1,93.05,2000-03-05
1950,1,81.25,2000-02-14
1952,1,88.1,2000-03-19
1958,1,83.58,2000-09-07
1960,1,95.4,2000-01-14
1965,1,98.05,2000-06-24
1971,1,95.56,2000-10-28
1972,1,63.14,2000-04-19
1974,1,83.23,2000-03-15
1980,1,78.55,2000-05-27
1983,1,86.12,2000-05-25
1984,1,98.04,2000-02-11
1985,1,87.56,2000-07-24
1986,1,81.35,2000-09-08
1988,1,61.1,2000-11-12
1990,1,69.15,2000-10-17
1992,1,68.71,2000-02-03
1993,1,72.91,2000-02-27
1994,1,66.82,2000-03-03
1997,1,90.51,2000-02-06
1999,1,61.2,2000-05-14
2000,1,95.28,2000-12-15
2002,1,74.6,2000-04-21
2003,1,81.18,2000-10-22
2004,1,70.94,2000-08-17
2006,1,91.14,2000-11-19
2007,1,75.57,2000-11-23
2011,1,75.3,2000-01-26
2013,1,78.27,2000-11-09
2016,1,98.6,2000-04-13
2026,1,60.53,2000-01-06
2029,1,76.55,2000-11-09
2030,1,95.41,2000-04-01
2032,1,93.35,2000-02-17
2034,1,91.86,2000-02-21
2042,1,67.79,2000-11-08
2046,1,68.83,2000-08-23
2048,1,66.4,2000-10-23
2062,1,83.14,2000-02-17
2064,1,87.57,2000-05-17
2065,1,62.66,2000-04-01
2067,1,82.56,2000-12-23
2070,1,70.69,2000-10-15
2071,1,68.99,2000-02-29
2072,1,74.68,2000-12-17
2073,1,98.03,2000-11-04
2074,1,90.38,2000-05-14
2081,1,90.44,2000-08-25
2089,1,80.61,2000-05-23
2090,1,85.42,2000-11-07
2091,1,97.55,2000-09-15
2092,1,84.72,2000-10-02
2095,1,69.42,2000-12-22
2096,1,61.48,2000-07-15
2098,1,71.54,2000-10-20
2099,1,68.6,2000-03-01
2104,1,75.89,2000-06-20
2105,1,66.1,2000-05-21
2106,1,72.87,2000-02-21
2107,1,89.7,2000-03-20
2111,1,77.79,2000-10-25
2112,1,85.87,2000-06-09
2115,1,68.48,2000-04-12
2116,1,87.38,2000-08-01
2121,1,82.37,2000-03-04
2125,1,91.93,2000-02-24
2126,1,96.64,2000-02-22
2128,1,96.8,2000-03-30
2129,1,60.32,2000-02-07
2130,1,74.89,2000-09-16
2131,1,80.0,2000-08-10
2134,1,99.88,2000-04-26
2142,1,61.72,2000-03-08
2143,1,80.75,2000-07-13
2144,1,78.73,2000-06-10
2145,1,69.17,2000-08-10
2147,1,85.66,2000-05-28
2148,1,76.32,2000-01-25
2149,1,79.07,2000-08-12
2151,1,82.93,2000-06-16
2158,1,93.01,2000-11-06
2159,1,68.47,2000-02-04
2160,1,63.81,2000-02-20
2161,1,96.11,2000-10-09
2164,1,80.23,2000-06-20
2165,1,60.5,2000-08-07
2167,1,78.05,2000-09-20
2169,1,69.07,2000-07-19
2170,1,94.22,2000-10-20
2171,1,68.48,2000-04-20
2173,1,93.04,2000-02-08
2174,1,89.6,2000-05-03
2175,1,65.01,2000-06-19
2177,1,62.15,2000-11-23
2181,1,66.15,2000-06-10
2182,1,92.71,2000-12-24
2183,1,66.11,2000-09-08
2187,1,95.85,2000-09-12
2190,1,93.76,2000-08-23
2191,1,94.28,2000-10-01
2196,1,94.68,2000-06-13
2203,1,72.4,2000-10-06
2205,1,87.96,2000-03-29
2206,1,73.62,2000-09-03
2208,1,70.86,2000-05-20
2209,1,83.11,2000-05-22
2213,1,92.49,2000-05-05
2220,1,89.77,2000-10-23
2223,1,68.96,2000-05-30
2224,1,99.02,2000-03-18
2225,1,60.78,2000-04-25
2226,1,63.69,2000-02-03
2227,1,63.01,2000-11-27
2229,1,90.54,2000-12-03
2237,1,86.99,2000-03-04
2239,1,97.97,2000-02-08
2240,1,96.78,2000-07-31
2244,1,80.51,2000-06-12
2248,1,91.4,2000-11-28
2259,1,95.37,2000-05-07
2260,1,76.12,2000-09-21
